Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2018,181000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2014,96000,10.900,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia Sport GTI,,,,,,,,,,,,,,,,,
2019,39000,81.000,Quito,Negociable,USED,Mercedes Benz,Sedán,C200 AMG,,,,,,,,,,,,,,,,,
2010,166000,42.600,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2021,32000,23.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,
2017,90000,27.900,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2021,32000,23.900,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
2017,90000,16.400,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE STEED 2.4 CD 4X2 TM,,,,,,,,,,,,,,,,,
2018,125000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2019,67000,16.600,Quito,Negociable,USED,Chery,Todoterreno,Tiggo,,,,,,,,,,,,,,,,,
2019,82000,19.400,Quito,Negociable,USED,Honda,Todoterreno Ligero,WR-V,,,,,,,,,,,,,,,,,
2005,180000,11.900,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2006,242000,19.600,Quito,Negociable,USED,Land Rover,Todoterreno,Discovery III,,,,,,,,,,,,,,,,,
2023,33000,12.900,Quito,Negociable,USED,Shineray,Van de Carga,X30 CARGO,,,,,,,,,,,,,,,,,
2018,89255,21.900,Quito,Fijo,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
2018,124210,15.900,Quito,Fijo,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,
2004,302644,10.900,Quito,Fijo,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2021,36340,16.900,Quito,Fijo,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2019,55468,12.900,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2005,259545,9.900,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2015,168635,18.900,Quito,Fijo,USED,Toyota,Todoterreno,4 Runner Limited,#1714612,166000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Blanco,1,Hidráulica,4000,Cuero,Tungurahua,GASOLINA,,,
2018,91000,24.800,Atuntaqui,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2011,221888,9.500,Quito,Negociable,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,
2007,157,10.900,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2018,58200,18.400,Quito,Fijo,USED,Suzuki,Todoterreno,S-Cross,,,,,,,,,,,,,,,,,
2018,46500,11.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,46500,11.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2018,99000,18.900,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
2018,86000,60.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,
2018,22000,25.900,Quito,Negociable,USED,Ford,Todoterreno,Escape Limited Edition,,,,,,,,,,,,,,,,,
2021,21700,23.400,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2021,21700,23.400,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2021,21700,23.400,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2013,136000,10.900,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2018,147285,18.900,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
2008,203317,7.990,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,,,,
2022,26697,15.900,Quito,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,
2008,418965,14.900,Quito,Negociable,USED,Toyota,Sedán,Yaris,,,,,,,,,,,,,,,,,
2018,86000,60.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2018,86000,60.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2018,22000,25.900,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2020,25000,23.400,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2020,25000,23.400,Quito,Fijo,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2014,74000,11.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2018,135000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2017,81000,25.900,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2018,135000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2020,25000,23.400,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2018,85000,10.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,85000,10.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2018,85000,10.900,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2018,135000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ Next Sport 2.4,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2021,21000,21.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,#1673772,86000 Kms,Eléctricos,Automática,Gasolina,Climatizador Bi-Zona,4 x 4,Blanco,2,Electrónica,3500,Cuero,Pichincha,3.5L Ecoboost,,,
2020,78000,11.900,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2019,19000,17.900,Quito,Negociable,USED,Fiat,Coupé,500 LOUNGE,,,,,,,,,,,,,,,,,
2019,89128,27.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,,,,
2019,89128,27.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage R GTI LX AC,,,,,,,,,,,,,,,,,
2019,89128,27.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,
2019,89128,27.900,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Chevrolet,Todoterreno,GRAND VITARA SZ NEXT 2.4 4X2,,,,,,,,,,,,,,,,,
2001,232000,6.000,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,
2007,297833,17.900,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2018,55720,25.500,Guayaquil,Fijo,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,
2013,164382,26.300,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2013,164382,26.300,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2019,36000,13.900,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2019,31346,24.500,Guayaquil,Fijo,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,
2020,68338,13.900,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2022,20106,16.500,Quito,Negociable,USED,Baic,Todoterreno Ligero,X35,,,,,,,,,,,,,,,,,
2016,177000,19.600,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,
2007,297833,17.900,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT SC,,,,,,,,,,,,,,,,,
2016,121260,54.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT Lariat,,,,,,,,,,,,,,,,,
2001,283260,9.300,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
2017,95000,18.900,Quito,Negociable,USED,Hyundai,Utilitario,Creta,,,,,,,,,,,,,,,,,
2017,95000,18.900,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2016,88000,53.000,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2015,78000,12.900,Quito,Negociable,USED,Kia,Sedán,Cerato Forte,,,,,,,,,,,,,,,,,
2023,0,31.600,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
2019,46500,22.900,Quito,Negociable,USED,Citroen,Crossover,C3 Aircross,,,,,,,,,,,,,,,,,
2008,101800,8.900,Quito,Fijo,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,
2002,231973,9.900,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 5P 4X4,,,,,,,,,,,,,,,,,
2023,20000,39.900,Quito,Negociable,USED,Skywell,Todoterreno Ligero,ET5-LV3,,,,,,,,,,,,,,,,,
2016,119823,17.900,Quito,Fijo,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2022,22105,30.900,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,
2012,295327,8.900,Quito,Fijo,USED,Mahindra,Camioneta Cabina Simple,Pick UP CS,,,,,,,,,,,,,,,,,
2020,59000,22.500,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2022,43369,14.900,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2017,112000,20.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT SC,#1724454,297833 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Plata,8,,5400,Cuero,Azuay,V8,,,
2017,112000,20.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2017,130000,29.900,Quito,Negociable,USED,Citroen,Van de Carga,Jumper,,,,,,,,,,,,,,,,,
2014,70000,14.900,Quito,Negociable,USED,Citroen,Hatchback (5 Puertas),Berlingo,,,,,,,,,,,,,,,,,
2020,22000,13.900,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
2022,13000,18.900,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
2007,185000,12.000,Manta,Negociable,USED,Mazda,Mini van (MPV),5,,,,,,,,,,,,,,,,,
2022,34000,23.900,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,,,,
2018,142000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
2018,142000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,142000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,,,,
2017,61000,9.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2017,61000,9.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2016,112654,28.600,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2022,34000,23.900,Quito,Negociable,USED,Changan,Camioneta Doble Cabina,HUNTER,,,,,,,,,,,,,,,,,
2018,170000,10.400,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,105000,10.400,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2018,137000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2019,48000,15.900,Quito,Fijo,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2007,81000,14.200,Quito,Negociable,USED,Mazda,Todoterreno,CX7,,,,,,,,,,,,,,,,,
2014,108000,14.990,Quito,Fijo,USED,Suzuki,Todoterreno,SZ Next Sport,,,,,,,,,,,,,,,,,
1999,300000,7.990,Quito,Fijo,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,
2011,158146,11.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2020,52000,17.300,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2022,3000,37.900,Quito,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
2018,36000,12.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2017,114000,12.800,Manta,Fijo,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2015,144345,22.900,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2006,96000,23.900,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML500,,,,,,,,,,,,,,,,,
2020,18000,24.500,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2011,205000,11.600,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2020,34000,16.900,Quito,Negociable,USED,DongFeng,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,
2015,92000,16.900,Quito,Negociable,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,
2017,117000,11.300,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2011,205000,11.600,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2022,41000,12.400,Quito,Negociable,USED,Kia,Sedán,RIO EX,#1724001,48000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,3,Hidráulica,1400,Tela,Pichincha,,,,
2020,34000,16.900,Quito,Negociable,USED,DFSK,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,
2011,215000,22.500,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2014,62000,16.900,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,,,,
2019,51000,43.900,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
2017,71773,27.900,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2011,137072,8.900,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2022,142100,27.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2018,110500,26.500,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2022,21000,29.400,Quito,Negociable,USED,Toyota,Todoterreno,C-HR,,,,,,,,,,,,,,,,,
2018,73612,25.500,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2017,130000,36.600,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
2021,29000,18.200,Quito,Negociable,USED,Toyota,Sedán,Yaris,,,,,,,,,,,,,,,,,
2013,94000,22.500,Quito,Negociable,USED,BMW,Hatchback (5 Puertas),116i,,,,,,,,,,,,,,,,,
2019,72000,6.900,Quito,Negociable,USED,Zotye,Hatchback (5 Puertas),Z100,,,,,,,,,,,,,,,,,
2018,149800,13.500,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2018,77000,25.800,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2019,45000,33.990,Otavalo,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2008,120000,23.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,,,,,,,,,,,,,,,,,
2016,84507,25.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2016,84507,25.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2008,117161,12.800,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2023,9000,18.900,Quito,Negociable,USED,Shineray,Todoterreno,SWM G01,,,,,,,,,,,,,,,,,
2018,96000,16.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,
2013,138609,27.900,Quito,Fijo,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,
2018,96000,16.900,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X4 AC,,,,,,,,,,,,,,,,,
2019,35538,23.900,Quito,Fijo,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,
2011,62448,12.900,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,62131,12.900,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2021,100,13.900,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2016,115510,17.900,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2014,133246,26.900,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2019,87300,17.900,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
2019,115000,9.600,Quito,Negociable,USED,Faw,Camioneta Cabina Simple,T80,,,,,,,,,,,,,,,,,
2019,66000,19.900,Quito,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,
2019,66000,19.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,#1320996,120000 Kms,Eléctricos,Tiptronic,Gasolina,Aire Acondicionado,4 x 2,Negro,5,Hidráulica,2500,Cuero,Pichincha,,,,
2020,53000,22.900,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2020,53000,22.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2017,84000,11.400,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
2017,84000,11.400,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2017,84000,11.400,Quito,Negociable,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,
2014,151725,28.900,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2017,142000,10.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2004,232696,8.900,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2017,142000,10.400,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2018,103000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,103000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2022,32000,23.900,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2020,91000,13.900,Quito,Negociable,USED,JAC,Todoterreno,S3,,,,,,,,,,,,,,,,,
2018,103000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2020,35000,13.900,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2019,67000,16.600,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,
2019,115000,9.900,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Cargo,,,,,,,,,,,,,,,,,
2018,59000,18.900,Quito,Negociable,USED,Chevrolet,Crossover,VITARA SZ 2.4  NEXT,,,,,,,,,,,,,,,,,
2008,152864,14.500,Quito,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),B200 Turbo,,,,,,,,,,,,,,,,,
2019,73251,27.900,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2019,29000,14.400,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2014,123900,10.300,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,
2019,78102,12.900,Quito,Negociable,USED,Renault,Sedán,Logan Dynamique,,,,,,,,,,,,,,,,,
2019,78102,12.900,Quito,Negociable,USED,Renault,Sedán,LOGAN EXPRESSION 1.6,,,,,,,,,,,,,,,,,
2019,78102,12.900,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2011,181000,19.990,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2015,99000,21.600,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2015,99000,21.600,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2018,130000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,,,,
2018,130000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
2018,130000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2019,59000,25.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage X LINE,,,,,,,,,,,,,,,,,
2019,59000,25.900,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,#1722828,67000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Negro,5,Hidráulica,2000,Cuero,Pichincha,GASOLINA,,,
2019,59000,25.900,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2018,50000,28.600,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2011,136000,11.900,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
2018,181000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,181000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
2016,65000,24.400,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2013,73000,16.900,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD ACTION 2.6,,,,,,,,,,,,,,,,,
2016,65000,24.400,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2013,73000,16.900,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
2015,109000,17.900,Quito,Negociable,USED,Toyota,Van,Innova,,,,,,,,,,,,,,,,,
2014,96000,10.900,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,
2018,115000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
2018,115000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,,,,
2018,127000,10.600,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
2018,127000,10.600,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,110000,52.760,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 4X4,,,,,,,,,,,,,,,,,
2011,150000,10.600,Quito,Negociable,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,
2008,180000,9.400,Quito,Negociable,USED,Mazda,Sedán,Allegro Elite,,,,,,,,,,,,,,,,,
2018,47745,58.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,
2014,119627,27.900,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2018,0,35.000,Quito,Negociable,USED,Can-Am,Buggy,Maverick X3,,,,,,,,,,,,,,,,,
2019,54856,43.800,Quito,Negociable,USED,Chevrolet,Todoterreno,TrailBlazer DSL LTZ TA 2.8,,,,,,,,,,,,,,,,,
2004,214544,10.500,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2022,15,32.990,Quito,Negociable,USED,Ssangyong,Camioneta Doble Cabina,Musso,,,,,,,,,,,,,,,,,
2009,106400,38.900,Quito,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2009,56122,59.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C63 AMG,,,,,,,,,,,,,,,,,
2018,124300,38.900,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,
